,char, race, charclass, level,min_date,max_date
12593,65588,Undead,Warrior,1,2008-01-01,2008-01-01
12594,65589,Blood Elf,Hunter,5,2008-01-01,2008-01-26
12595,65590,Undead,Warlock,70,2008-01-01,2008-10-24
12596,65591,Tauren,Druid,5,2008-01-01,2008-02-17
12597,65592,Troll,Hunter,1,2008-01-01,2008-01-02
12598,65593,Undead,Priest,8,2008-01-01,2008-01-29
12599,65594,Tauren,Druid,2,2008-01-01,2008-01-01
12600,65595,Tauren,Druid,1,2008-01-01,2008-07-04
12601,65596,Blood Elf,Mage,10,2008-01-01,2008-01-17
12602,65597,Undead,Rogue,20,2008-01-01,2008-03-19
12603,65598,Orc,Warrior,1,2008-01-01,2008-01-01
12604,65599,Blood Elf,Warlock,4,2008-01-01,2008-01-05
12605,65600,Tauren,Druid,31,2008-01-01,2008-09-07
12606,65601,Blood Elf,Warlock,2,2008-01-01,2008-01-01
12607,65602,Orc,Warrior,1,2008-01-01,2008-01-01
12608,65603,Tauren,Druid,25,2008-01-01,2008-11-09
12609,65604,Blood Elf,Paladin,1,2008-01-01,2008-01-01
12610,65605,Blood Elf,Warlock,6,2008-01-01,2008-02-11
12611,65606,Blood Elf,Warlock,4,2008-01-01,2008-01-09
12612,65607,Tauren,Druid,10,2008-01-02,2008-09-12
12613,65608,Tauren,Warrior,2,2008-01-02,2008-01-02
12614,65609,Blood Elf,Mage,4,2008-01-02,2008-01-02
12615,65610,Orc,Hunter,60,2008-01-02,2008-05-19
12616,65611,Tauren,Shaman,3,2008-01-02,2008-01-02
12617,65611,Troll,Hunter,4,2008-01-02,2008-01-02
12618,65612,Blood Elf,Hunter,20,2008-01-02,2008-01-13
12619,65613,Undead,Warlock,4,2008-01-02,2008-01-06
12620,65614,Blood Elf,Priest,16,2008-01-02,2008-03-10
12621,65615,Blood Elf,Paladin,1,2008-01-02,2008-01-04
12622,65616,Tauren,Druid,9,2008-01-02,2008-01-19
12623,65617,Blood Elf,Warlock,1,2008-01-02,2008-01-02
12624,65618,Blood Elf,Warlock,1,2008-01-02,2008-01-02
12625,65619,Undead,Warlock,1,2008-01-02,2008-01-02
12626,65620,Undead,Warlock,80,2008-01-02,2008-12-31
12627,65621,Blood Elf,Priest,5,2008-01-02,2008-08-23
12628,65622,Blood Elf,Paladin,28,2008-01-02,2008-05-20
12629,65623,Blood Elf,Priest,22,2008-01-02,2008-01-22
12630,65624,Troll,Rogue,4,2008-01-02,2008-01-02
12631,65625,Tauren,Warrior,1,2008-01-02,2008-02-04
12632,65626,Blood Elf,Warlock,47,2008-01-02,2008-11-30
12633,65627,Orc,Warrior,1,2008-01-02,2008-01-02
12634,65628,Tauren,Shaman,4,2008-01-02,2008-01-02
12635,65629,Blood Elf,Paladin,7,2008-01-02,2008-01-07
12636,65630,Blood Elf,Paladin,2,2008-01-02,2008-01-02
12637,65631,Blood Elf,Paladin,80,2008-01-02,2008-12-31
12638,65632,Orc,Warrior,1,2008-01-02,2008-01-02
12639,65633,Orc,Warrior,1,2008-01-02,2008-01-02
12640,65634,Troll,Shaman,2,2008-01-02,2008-01-02
12641,65635,Tauren,Warrior,5,2008-01-02,2008-01-02
12642,65636,Tauren,Druid,3,2008-01-02,2008-01-02
12643,65637,Undead,Priest,1,2008-01-02,2008-01-02
12644,65638,Blood Elf,Mage,1,2008-01-02,2008-01-11
12645,65639,Orc,Hunter,2,2008-01-02,2008-01-02
12646,65640,Orc,Hunter,3,2008-01-02,2008-01-02
12647,65641,Tauren,Shaman,12,2008-01-02,2008-03-03
12648,65642,Undead,Priest,3,2008-01-02,2008-01-02
12649,65643,Undead,Rogue,70,2008-01-02,2008-11-09
12650,65644,Orc,Warrior,1,2008-01-02,2008-01-02
12651,65645,Troll,Rogue,1,2008-01-02,2008-01-02
12652,65646,Orc,Hunter,22,2008-01-02,2008-07-23
12653,65647,Tauren,Shaman,3,2008-01-02,2008-11-11
12654,65648,Orc,Warrior,1,2008-01-02,2008-01-02
12655,65649,Orc,Warrior,1,2008-01-02,2008-01-03
12656,65650,Blood Elf,Paladin,1,2008-01-02,2008-01-02
12657,65651,Undead,Rogue,71,2008-01-02,2008-12-28
12658,65652,Blood Elf,Hunter,3,2008-01-02,2008-02-08
12659,65653,Tauren,Warrior,9,2008-01-02,2008-01-02
12660,65654,Orc,Hunter,1,2008-01-02,2008-01-02
12661,65655,Undead,Warrior,5,2008-01-02,2008-01-12
12662,65656,Blood Elf,Mage,5,2008-01-02,2008-01-02
12663,65657,Blood Elf,Paladin,30,2008-01-02,2008-09-29
12664,65658,Orc,Warrior,1,2008-01-02,2008-01-02
12665,65659,Blood Elf,Rogue,23,2008-01-02,2008-10-23
12666,65660,Undead,Warrior,14,2008-01-02,2008-05-11
12667,65661,Blood Elf,Warlock,70,2008-01-02,2008-12-30
12668,65662,Blood Elf,Warlock,20,2008-01-02,2008-01-09
12669,65663,Blood Elf,Priest,10,2008-01-02,2008-01-04
12670,65664,Orc,Warrior,1,2008-01-02,2008-01-02
12671,65665,Tauren,Warrior,4,2008-01-02,2008-01-02
12672,65666,Tauren,Warrior,5,2008-01-02,2008-01-02
12673,65667,Blood Elf,Paladin,29,2008-01-02,2008-06-24
12674,65668,Blood Elf,Mage,2,2008-01-02,2008-01-02
12675,65669,Blood Elf,Death Knight,55,2008-01-02,2008-11-23
12676,65669,Blood Elf,Hunter,8,2008-01-02,2008-11-23
12677,65670,Blood Elf,Mage,24,2008-01-02,2008-11-10
12678,65671,Tauren,Warrior,1,2008-01-02,2008-01-02
12679,65672,Blood Elf,Rogue,70,2008-01-02,2008-03-16
12680,65673,Orc,Warrior,1,2008-01-02,2008-01-03
12681,65674,Undead,Warlock,8,2008-01-02,2008-11-28
12682,65675,Orc,Hunter,30,2008-01-03,2008-01-06
12683,65676,Troll,Mage,22,2008-01-03,2008-03-01
12684,65677,Blood Elf,Priest,2,2008-01-03,2008-01-03
12685,65678,Troll,Shaman,3,2008-01-03,2008-01-07
12686,65679,Tauren,Warrior,1,2008-01-03,2008-01-03
12687,65680,Undead,Mage,8,2008-01-03,2008-01-03
12688,65681,Blood Elf,Rogue,70,2008-01-03,2008-07-23
12689,65682,Blood Elf,Warlock,25,2008-01-03,2008-12-07
12690,65683,Orc,Warrior,1,2008-01-03,2008-01-04
12691,65684,Troll,Warrior,1,2008-01-03,2008-01-04
12692,65685,Troll,Warrior,1,2008-01-03,2008-01-03
12693,65686,Troll,Shaman,1,2008-01-03,2008-08-25
12694,65687,Troll,Rogue,70,2008-01-03,2008-10-08
12695,65688,Undead,Warrior,1,2008-01-03,2008-01-11
12696,65689,Troll,Warrior,1,2008-01-03,2008-01-03
12697,65690,Orc,Warrior,1,2008-01-03,2008-01-03
12698,65691,Orc,Warrior,1,2008-01-03,2008-01-03
12699,65692,Orc,Warrior,1,2008-01-03,2008-01-03
12700,65693,Orc,Warrior,1,2008-01-03,2008-01-03
12701,65694,Orc,Warrior,2,2008-01-03,2008-01-03
12702,65695,Troll,Shaman,1,2008-01-03,2008-01-03
12703,65696,Orc,Warrior,1,2008-01-03,2008-03-17
12704,65697,Orc,Warrior,1,2008-01-03,2008-01-03
12705,65698,Troll,Priest,5,2008-01-03,2008-05-06
12706,65699,Blood Elf,Hunter,20,2008-01-03,2008-07-06
12707,65700,Troll,Warrior,1,2008-01-03,2008-01-03
12708,65701,Orc,Shaman,3,2008-01-03,2008-01-03
12709,65702,Blood Elf,Rogue,7,2008-01-03,2008-01-07
12710,65703,Troll,Shaman,4,2008-01-03,2008-01-03
12711,65704,Blood Elf,Rogue,17,2008-01-03,2008-04-08
12712,65705,Blood Elf,Paladin,1,2008-01-03,2008-01-03
12713,65706,Orc,Warrior,1,2008-01-03,2008-01-03
12714,65707,Orc,Warrior,1,2008-01-03,2008-01-04
12715,65708,Blood Elf,Mage,2,2008-01-03,2008-01-03
12716,65709,Blood Elf,Mage,2,2008-01-03,2008-01-03
12717,65710,Orc,Warrior,1,2008-01-03,2008-01-03
12718,65711,Blood Elf,Paladin,1,2008-01-03,2008-01-03
12719,65712,Undead,Warlock,7,2008-01-03,2008-09-22
12720,65713,Tauren,Warrior,4,2008-01-03,2008-01-03
12721,65714,Blood Elf,Paladin,1,2008-01-03,2008-01-03
12722,65715,Blood Elf,Paladin,6,2008-01-03,2008-01-05
12723,65716,Orc,Warrior,1,2008-01-03,2008-01-03
12724,65717,Blood Elf,Mage,17,2008-01-03,2008-02-04
12725,65718,Orc,Warrior,11,2008-01-04,2008-12-06
12726,65719,Tauren,Shaman,21,2008-01-04,2008-03-09
12727,65720,Undead,Rogue,1,2008-01-04,2008-01-04
12728,65721,Blood Elf,Paladin,18,2008-01-04,2008-03-01
12729,65722,Blood Elf,Paladin,2,2008-01-04,2008-01-04
12730,65723,Troll,Rogue,60,2008-01-04,2008-01-04
12731,65724,Blood Elf,Warlock,80,2008-01-04,2008-12-31
12732,65725,Tauren,Druid,38,2008-01-04,2008-11-17
12733,65726,Troll,Hunter,9,2008-01-04,2008-02-15
12734,65727,Blood Elf,Mage,7,2008-01-04,2008-01-06
12735,65728,Blood Elf,Rogue,1,2008-01-04,2008-01-04
12736,65729,Orc,Warrior,1,2008-01-04,2008-01-04
12737,65730,Blood Elf,Warlock,5,2008-01-04,2008-01-21
12738,65731,Orc,Warrior,1,2008-01-04,2008-01-04
12739,65732,Tauren,Druid,1,2008-01-04,2008-01-04
12740,65733,Tauren,Shaman,36,2008-01-04,2008-02-15
12741,65734,Blood Elf,Mage,13,2008-01-04,2008-10-17
12742,65735,Troll,Warrior,11,2008-01-04,2008-01-04
12743,65736,Blood Elf,Mage,1,2008-01-04,2008-01-04
12744,65737,Blood Elf,Priest,4,2008-01-04,2008-03-21
12745,65738,Troll,Shaman,2,2008-01-04,2008-01-04
12746,65739,Blood Elf,Mage,1,2008-01-04,2008-01-04
12747,65740,Undead,Warlock,13,2008-01-04,2008-01-09
12748,65741,Blood Elf,Rogue,2,2008-01-04,2008-01-04
12749,65742,Tauren,Druid,70,2008-01-04,2008-11-28
12750,65743,Tauren,Druid,1,2008-01-04,2008-01-04
12751,65744,Tauren,Warrior,1,2008-01-04,2008-01-04
12752,65745,Tauren,Druid,4,2008-01-04,2008-01-04
12753,65746,Blood Elf,Paladin,1,2008-01-04,2008-01-04
12754,65747,Tauren,Druid,15,2008-01-04,2008-02-09
12755,65748,Tauren,Warrior,1,2008-01-04,2008-12-21
12756,65749,Blood Elf,Rogue,60,2008-01-04,2008-03-09
12757,65750,Blood Elf,Paladin,70,2008-01-04,2008-03-09
12758,65751,Troll,Hunter,1,2008-01-04,2008-01-04
12759,65752,Troll,Rogue,6,2008-01-04,2008-01-04
12760,65753,Blood Elf,Warlock,4,2008-01-04,2008-01-04
12761,65754,Troll,Warrior,1,2008-01-04,2008-01-04
12762,65755,Undead,Priest,2,2008-01-04,2008-01-26
12763,65756,Undead,Warlock,1,2008-01-05,2008-01-05
12764,65757,Orc,Warrior,5,2008-01-05,2008-01-06
12765,65758,Tauren,Hunter,3,2008-01-05,2008-01-05
12766,65759,Blood Elf,Mage,72,2008-01-05,2008-12-29
12767,65760,Blood Elf,Mage,1,2008-01-05,2008-01-05
12768,65761,Blood Elf,Hunter,45,2008-01-05,2008-12-19
12769,65761,Blood Elf,Rogue,5,2008-01-05,2008-12-19
12770,65762,Troll,Warrior,1,2008-01-05,2008-02-26
12771,65763,Tauren,Hunter,6,2008-01-05,2008-03-30
12772,65763,Tauren,Warrior,1,2008-01-05,2008-03-30
12773,65764,Blood Elf,Rogue,3,2008-01-05,2008-01-05
12774,65765,Tauren,Warrior,2,2008-01-05,2008-01-05
12775,65766,Blood Elf,Warlock,12,2008-01-05,2008-01-09
12776,65767,Tauren,Druid,1,2008-01-05,2008-01-05
12777,65768,Tauren,Hunter,12,2008-01-05,2008-02-21
12778,65769,Tauren,Druid,8,2008-01-05,2008-01-09
12779,65770,Tauren,Shaman,8,2008-01-05,2008-11-10
12780,65771,Orc,Warrior,1,2008-01-05,2008-01-06
12781,65772,Tauren,Warrior,1,2008-01-05,2008-01-05
12782,65773,Tauren,Warrior,6,2008-01-05,2008-01-07
12783,65774,Blood Elf,Warlock,34,2008-01-05,2008-01-21
12784,65775,Orc,Hunter,10,2008-01-05,2008-01-07
12785,65775,Troll,Hunter,5,2008-01-05,2008-01-07
12786,65776,Blood Elf,Priest,1,2008-01-05,2008-01-05
12787,65777,Blood Elf,Warlock,32,2008-01-05,2008-12-20
12788,65778,Orc,Warrior,1,2008-01-05,2008-01-05
12789,65779,Troll,Hunter,1,2008-01-05,2008-01-05
12790,65780,Blood Elf,Warlock,5,2008-01-05,2008-01-05
12791,65781,Blood Elf,Warlock,1,2008-01-05,2008-01-05
12792,65782,Orc,Warrior,1,2008-01-05,2008-01-05
12793,65783,Orc,Warrior,1,2008-01-05,2008-01-05
12794,65784,Blood Elf,Rogue,4,2008-01-05,2008-09-01
12795,65785,Orc,Warrior,1,2008-01-05,2008-02-20
12796,65786,Blood Elf,Hunter,10,2008-01-05,2008-07-09
12797,65787,Tauren,Warrior,19,2008-01-05,2008-02-18
12798,65788,Troll,Rogue,71,2008-01-05,2008-12-24
12799,65789,Troll,Warrior,1,2008-01-05,2008-01-05
12800,65790,Troll,Warrior,1,2008-01-05,2008-01-05
12801,65791,Undead,Warrior,39,2008-01-05,2008-02-20
12802,65792,Orc,Warrior,1,2008-01-05,2008-01-06
12803,65793,Troll,Hunter,5,2008-01-05,2008-01-05
12804,65794,Blood Elf,Mage,4,2008-01-05,2008-01-05
12805,65795,Blood Elf,Warlock,1,2008-01-05,2008-01-06
12806,65796,Tauren,Hunter,22,2008-01-05,2008-02-24
12807,65797,Tauren,Druid,16,2008-01-05,2008-09-25
12808,65798,Tauren,Druid,8,2008-01-05,2008-01-07
12809,65799,Blood Elf,Mage,8,2008-01-05,2008-02-08
12810,65800,Tauren,Warrior,2,2008-01-05,2008-01-05
12811,65801,Undead,Rogue,5,2008-01-05,2008-11-04
12812,65802,Blood Elf,Rogue,15,2008-01-05,2008-10-31
12813,65803,Orc,Warrior,1,2008-01-05,2008-01-05
12814,65804,Orc,Warrior,1,2008-01-05,2008-01-05
12815,65805,Orc,Warrior,1,2008-01-05,2008-01-05
12816,65806,Troll,Warrior,8,2008-01-05,2008-01-13
12817,65807,Undead,Priest,66,2008-01-05,2008-06-21
12818,65808,Undead,Warrior,1,2008-01-05,2008-01-05
12819,65809,Blood Elf,Warlock,8,2008-01-05,2008-01-06
12820,65810,Blood Elf,Warlock,4,2008-01-05,2008-01-05
12821,65811,Troll,Priest,70,2008-01-05,2008-06-26
12822,65812,Troll,Shaman,1,2008-01-05,2008-01-05
12823,65813,Blood Elf,Warlock,5,2008-01-05,2008-01-05
12824,65814,Orc,Warrior,1,2008-01-05,2008-01-05
12825,65815,Troll,Hunter,1,2008-01-05,2008-08-11
12826,65816,Blood Elf,Paladin,9,2008-01-05,2008-01-05
12827,65817,Blood Elf,Rogue,7,2008-01-05,2008-01-15
12828,65818,Undead,Warlock,10,2008-01-05,2008-01-06
12829,65819,Orc,Warrior,1,2008-01-05,2008-01-21
12830,65820,Blood Elf,Rogue,42,2008-01-05,2008-02-04
12831,65821,Blood Elf,Warlock,10,2008-01-05,2008-01-06
12832,65822,Blood Elf,Hunter,34,2008-01-05,2008-10-25
12833,65823,Blood Elf,Warlock,15,2008-01-05,2008-01-07
12834,65824,Orc,Hunter,5,2008-01-05,2008-01-12
12835,65825,Orc,Hunter,3,2008-01-05,2008-01-05
12836,65826,Blood Elf,Priest,5,2008-01-05,2008-01-06
12837,65827,Blood Elf,Mage,13,2008-01-05,2008-01-24
12838,65828,Orc,Hunter,6,2008-01-05,2008-01-06
12839,65829,Undead,Rogue,12,2008-01-05,2008-01-13
12840,65830,Troll,Shaman,11,2008-01-05,2008-04-21
12841,65831,Troll,Hunter,23,2008-01-05,2008-04-25
12842,65832,Troll,Hunter,29,2008-01-05,2008-11-01
12843,65833,Tauren,Shaman,1,2008-01-06,2008-01-14
12844,65834,Orc,Warrior,1,2008-01-06,2008-01-06
12845,65835,Orc,Hunter,4,2008-01-06,2008-01-06
12846,65836,Blood Elf,Mage,26,2008-01-06,2008-08-11
12847,65837,Undead,Mage,1,2008-01-06,2008-01-06
12848,65837,Undead,Warlock,3,2008-01-06,2008-01-06
12849,65838,Tauren,Druid,22,2008-01-06,2008-04-16
12850,65839,Blood Elf,Paladin,1,2008-01-06,2008-01-06
12851,65840,Blood Elf,Warlock,1,2008-01-06,2008-01-06
12852,65841,Tauren,Warrior,8,2008-01-06,2008-01-06
12853,65842,Undead,Warrior,17,2008-01-06,2008-08-04
12854,65843,Undead,Rogue,2,2008-01-06,2008-01-06
12855,65844,Blood Elf,Hunter,6,2008-01-06,2008-01-06
12856,65845,Undead,Warlock,6,2008-01-06,2008-01-15
12857,65846,Undead,Warlock,8,2008-01-06,2008-01-06
12858,65847,Undead,Warrior,7,2008-01-06,2008-01-06
12859,65848,Orc,Rogue,1,2008-01-06,2008-01-06
12860,65849,Blood Elf,Priest,1,2008-01-06,2008-01-06
12861,65850,Blood Elf,Priest,2,2008-01-06,2008-01-06
12862,65851,Blood Elf,Warlock,5,2008-01-06,2008-01-06
12863,65852,Blood Elf,Hunter,80,2008-01-06,2008-12-31
12864,65853,Blood Elf,Paladin,13,2008-01-06,2008-10-01
12865,65854,Troll,Hunter,8,2008-01-06,2008-01-06
12866,65855,Blood Elf,Rogue,5,2008-01-06,2008-01-06
12867,65856,Blood Elf,Mage,9,2008-01-06,2008-03-30
12868,65856,Blood Elf,Warlock,2,2008-01-06,2008-03-30
12869,65856,Tauren,Druid,17,2008-01-06,2008-03-30
12870,65856,Tauren,Shaman,6,2008-01-06,2008-03-30
12871,65857,Troll,Shaman,4,2008-01-06,2008-02-08
12872,65858,Blood Elf,Hunter,1,2008-01-06,2008-01-06
12873,65859,Orc,Warrior,1,2008-01-06,2008-01-06
12874,65860,Orc,Hunter,70,2008-01-06,2008-06-21
12875,65861,Blood Elf,Hunter,12,2008-01-06,2008-12-30
12876,65862,Blood Elf,Mage,27,2008-01-06,2008-06-13
12877,65863,Blood Elf,Warlock,3,2008-01-06,2008-01-06
12878,65864,Troll,Priest,18,2008-01-06,2008-06-01
12879,65865,Blood Elf,Paladin,8,2008-01-06,2008-01-08
12880,65866,Blood Elf,Warlock,2,2008-01-06,2008-01-06
12881,65867,Undead,Warlock,37,2008-01-06,2008-02-21
12882,65868,Blood Elf,Mage,1,2008-01-06,2008-01-06
12883,65869,Blood Elf,Paladin,5,2008-01-06,2008-03-03
12884,65870,Blood Elf,Hunter,4,2008-01-06,2008-01-06
12885,65871,Troll,Hunter,1,2008-01-06,2008-01-06
12886,65872,Tauren,Druid,12,2008-01-06,2008-01-07
12887,65873,Tauren,Warrior,12,2008-01-06,2008-01-06
12888,65874,Orc,Hunter,4,2008-01-06,2008-01-12
12889,65875,Orc,Warlock,8,2008-01-06,2008-08-02
12890,65876,Blood Elf,Priest,4,2008-01-06,2008-03-15
12891,65876,Blood Elf,Warlock,4,2008-01-06,2008-03-15
12892,65876,Tauren,Druid,5,2008-01-06,2008-03-15
12893,65876,Tauren,Shaman,1,2008-01-06,2008-03-15
12894,65876,Troll,Shaman,1,2008-01-06,2008-03-15
12895,65877,Undead,Rogue,1,2008-01-06,2008-01-06
12896,65878,Blood Elf,Warlock,1,2008-01-06,2008-01-06
12897,65879,Troll,Mage,1,2008-01-06,2008-01-06
12898,65880,Blood Elf,Hunter,11,2008-01-06,2008-01-08
12899,65881,Tauren,Warrior,31,2008-01-06,2008-12-24
12900,65882,Troll,Warrior,1,2008-01-06,2008-01-06
12901,65883,Troll,Shaman,1,2008-01-06,2008-01-08
12902,65884,Troll,Shaman,14,2008-01-06,2008-01-06
12903,65885,Undead,Warrior,1,2008-01-06,2008-01-06
12904,65886,Blood Elf,Warlock,9,2008-01-06,2008-01-07
12905,65887,Orc,Hunter,24,2008-01-06,2008-03-06
12906,65888,Blood Elf,Rogue,1,2008-01-06,2008-01-06
12907,65889,Blood Elf,Paladin,2,2008-01-06,2008-12-26
12908,65889,Blood Elf,Rogue,70,2008-01-06,2008-12-26
12909,65890,Blood Elf,Paladin,6,2008-01-06,2008-01-06
12910,65891,Tauren,Warrior,3,2008-01-06,2008-01-06
12911,65892,Tauren,Hunter,3,2008-01-06,2008-01-12
12912,65893,Blood Elf,Hunter,3,2008-01-06,2008-10-30
12913,65893,Blood Elf,Rogue,3,2008-01-06,2008-10-30
12914,65893,Orc,Rogue,3,2008-01-06,2008-10-30
12915,65893,Tauren,Warrior,1,2008-01-06,2008-10-30
12916,65894,Blood Elf,Hunter,3,2008-01-06,2008-01-06
12917,65895,Undead,Priest,10,2008-01-06,2008-01-06
12918,65896,Orc,Hunter,1,2008-01-06,2008-01-06
12919,65897,Blood Elf,Mage,3,2008-01-06,2008-01-06
12920,65898,Undead,Warrior,2,2008-01-06,2008-01-06
12921,65899,Blood Elf,Mage,5,2008-01-06,2008-01-07
12922,65900,Blood Elf,Paladin,13,2008-01-06,2008-11-23
12923,65901,Blood Elf,Rogue,2,2008-01-06,2008-01-06
12924,65902,Blood Elf,Mage,55,2008-01-06,2008-12-17
12925,65902,Undead,Rogue,2,2008-01-06,2008-12-17
12926,65903,Orc,Warrior,1,2008-01-06,2008-01-06
12927,65904,Orc,Rogue,5,2008-01-06,2008-01-13
12928,65904,Undead,Rogue,12,2008-01-06,2008-01-13
12929,65905,Blood Elf,Paladin,6,2008-01-06,2008-01-07
12930,65906,Blood Elf,Mage,2,2008-01-06,2008-01-06
12931,65907,Undead,Warrior,2,2008-01-07,2008-08-01
12932,65908,Undead,Warrior,6,2008-01-07,2008-01-07
12933,65909,Blood Elf,Hunter,16,2008-01-07,2008-01-13
12934,65910,Blood Elf,Paladin,2,2008-01-07,2008-02-03
12935,65911,Troll,Hunter,1,2008-01-07,2008-01-07
12936,65912,Blood Elf,Mage,1,2008-01-07,2008-01-07
12937,65913,Blood Elf,Paladin,10,2008-01-07,2008-01-07
12938,65914,Undead,Warlock,5,2008-01-07,2008-01-08
12939,65915,Undead,Warlock,10,2008-01-07,2008-01-31
12940,65916,Orc,Warrior,6,2008-01-07,2008-01-07
12941,65917,Troll,Warrior,7,2008-01-07,2008-01-07
12942,65918,Undead,Warlock,70,2008-01-07,2008-01-30
12943,65919,Blood Elf,Priest,11,2008-01-07,2008-09-02
12944,65920,Undead,Mage,4,2008-01-07,2008-08-02
12945,65921,Blood Elf,Rogue,70,2008-01-07,2008-08-02
12946,65922,Orc,Hunter,1,2008-01-07,2008-01-07
12947,65923,Orc,Warrior,1,2008-01-07,2008-01-17
12948,65924,Orc,Warrior,1,2008-01-07,2008-06-27
12949,65925,Blood Elf,Warlock,1,2008-01-07,2008-01-07
12950,65926,Blood Elf,Paladin,4,2008-01-07,2008-01-29
12951,65927,Orc,Rogue,1,2008-01-07,2008-01-07
12952,65928,Orc,Rogue,1,2008-01-07,2008-01-07
12953,65929,Undead,Rogue,15,2008-01-07,2008-01-09
12954,65930,Orc,Warrior,1,2008-01-07,2008-01-09
12955,65931,Blood Elf,Mage,8,2008-01-07,2008-06-09
12956,65932,Orc,Warrior,1,2008-01-07,2008-01-07
12957,65933,Tauren,Shaman,3,2008-01-07,2008-01-07
12958,65934,Blood Elf,Warlock,61,2008-01-07,2008-09-26
12959,65935,Blood Elf,Warlock,16,2008-01-07,2008-07-19
12960,65936,Blood Elf,Paladin,21,2008-01-07,2008-01-19
12961,65937,Tauren,Shaman,25,2008-01-07,2008-12-30
12962,65938,Undead,Mage,1,2008-01-07,2008-01-07
12963,65939,Blood Elf,Paladin,5,2008-01-07,2008-01-15
12964,65940,Tauren,Warrior,2,2008-01-07,2008-01-07
12965,65941,Undead,Warlock,7,2008-01-07,2008-04-02
12966,65942,Undead,Rogue,19,2008-01-07,2008-12-27
12967,65943,Orc,Hunter,75,2008-01-07,2008-12-31
12968,65944,Undead,Mage,8,2008-01-07,2008-01-09
12969,65945,Blood Elf,Mage,4,2008-01-07,2008-01-26
12970,65946,Blood Elf,Mage,8,2008-01-07,2008-01-11
12971,65947,Tauren,Druid,70,2008-01-07,2008-12-27
12972,65948,Blood Elf,Paladin,5,2008-01-07,2008-01-27
12973,65949,Undead,Mage,3,2008-01-07,2008-01-07
12974,65950,Undead,Mage,14,2008-01-07,2008-09-06
12975,65951,Orc,Warrior,60,2008-01-07,2008-01-07
12976,65952,Tauren,Hunter,60,2008-01-07,2008-01-07
12977,65953,Blood Elf,Paladin,5,2008-01-07,2008-01-08
12978,65954,Orc,Warrior,1,2008-01-07,2008-02-28
12979,65954,Undead,Warrior,8,2008-01-07,2008-02-28
12980,65955,Blood Elf,Priest,6,2008-01-07,2008-01-12
12981,65956,Orc,Warrior,1,2008-01-07,2008-01-07
12982,65957,Tauren,Druid,8,2008-01-07,2008-01-07
12983,65958,Undead,Priest,12,2008-01-07,2008-05-25
12984,65959,Undead,Priest,12,2008-01-07,2008-01-07
12985,65960,Tauren,Druid,47,2008-01-07,2008-12-26
12986,65961,Blood Elf,Warlock,72,2008-01-07,2008-12-30
12987,65962,Tauren,Warrior,4,2008-01-07,2008-01-08
12988,65963,Undead,Warrior,1,2008-01-07,2008-01-07
12989,65964,Blood Elf,Warlock,33,2008-01-07,2008-10-31
12990,65965,Blood Elf,Paladin,31,2008-01-07,2008-04-08
12991,65966,Blood Elf,Paladin,7,2008-01-07,2008-01-07
12992,65967,Blood Elf,Hunter,12,2008-01-07,2008-01-17
12993,65968,Tauren,Warrior,3,2008-01-07,2008-01-07
12994,65969,Blood Elf,Mage,70,2008-01-07,2008-07-22
12995,65970,Blood Elf,Rogue,2,2008-01-07,2008-01-09
12996,65971,Tauren,Shaman,4,2008-01-07,2008-08-23
12997,65972,Blood Elf,Paladin,16,2008-01-07,2008-10-18
12998,65973,Blood Elf,Priest,4,2008-01-07,2008-07-25
12999,65974,Tauren,Druid,16,2008-01-08,2008-05-12
13000,65975,Blood Elf,Hunter,3,2008-01-08,2008-01-21
13001,65975,Blood Elf,Warlock,6,2008-01-08,2008-01-21
13002,65976,Blood Elf,Rogue,8,2008-01-08,2008-01-09
13003,65977,Tauren,Druid,1,2008-01-08,2008-04-02
13004,65978,Blood Elf,Warlock,4,2008-01-08,2008-01-08
13005,65979,Blood Elf,Mage,1,2008-01-08,2008-03-09
13006,65980,Blood Elf,Rogue,43,2008-01-08,2008-10-18
13007,65981,Orc,Warrior,6,2008-01-08,2008-01-08
13008,65982,Blood Elf,Hunter,7,2008-01-08,2008-05-25
13009,65983,Blood Elf,Mage,8,2008-01-08,2008-01-08
13010,65984,Tauren,Warrior,5,2008-01-08,2008-01-08
13011,65985,Undead,Warrior,70,2008-01-08,2008-11-08
13012,65986,Troll,Mage,1,2008-01-08,2008-01-09
13013,65987,Orc,Warrior,1,2008-01-08,2008-01-09
13014,65988,Orc,Warrior,1,2008-01-08,2008-01-08
13015,65989,Orc,Shaman,6,2008-01-08,2008-01-08
13016,65990,Orc,Warrior,1,2008-01-08,2008-01-08
13017,65991,Orc,Warrior,1,2008-01-08,2008-01-08
13018,65992,Orc,Warrior,1,2008-01-08,2008-01-08
13019,65993,Orc,Warrior,2,2008-01-08,2008-01-08
13020,65994,Orc,Shaman,4,2008-01-08,2008-01-08
13021,65995,Undead,Rogue,32,2008-01-08,2008-08-22
13022,65996,Blood Elf,Priest,65,2008-01-08,2008-12-18
13023,65997,Blood Elf,Mage,20,2008-01-08,2008-09-23
13024,65998,Undead,Warlock,23,2008-01-08,2008-10-09
13025,65999,Blood Elf,Warlock,20,2008-01-08,2008-04-19
13026,66000,Undead,Rogue,5,2008-01-08,2008-01-10
13027,66001,Tauren,Warrior,8,2008-01-08,2008-01-30
